captions
"A siren takes center stage in the foreground, with the occasional sound of a car horn in the background."
"The foreground is filled with the sound of a gun shot, while an air conditioner hums softly in the background."
"The loud noise of a jackhammer dominates the foreground, with the sound of drilling in the background."
"A gun shot takes center stage in the foreground, with the occasional sound of drilling in the background."
"A dog's persistent barking takes center stage in the foreground, with the occasional sound of a jackhammer in the background."
"The foreground is dominated by the sound of a jackhammer, with children playing softly in the background."
"The engine takes center stage in the foreground, with the occasional sound of drilling in the background."
"An engine takes center stage in the foreground, with the occasional sound of a gun shot in the background."
"The distant sound of drilling can be faintly heard in the background, while street music fills the foreground."
"Street music takes center stage in the foreground, with the occasional sound of a dog barking in the background."
"Street music sets the background ambiance, while the gentle hum of an air conditioner fills the foreground."
"Street music takes center stage in the foreground, with the occasional sound of a jackhammer in the background."
"Street music fills the foreground, with the occasional sound of children playing in the background."
