query,batch_index,index_of_audio_output_tensor),audio_file_name,similarity_score_by_model,user_relevance_score
A flag rustles in the wind while the metal hits the pole,9134,335,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Barn_Door_Wind_001.wav,0.3966,1
A flag rustles in the wind while the metal hits the pole,9134,72,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/lakefountain.wav,0.3953,1
A flag rustles in the wind while the metal hits the pole,9134,187,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Chrysalism.wav,0.3916,1
A flag rustles in the wind while the metal hits the pole,9134,268,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/living room tone  ambient distant noises neighbours.wav,0.3907,1
A flag rustles in the wind while the metal hits the pole,9691,617,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/The Desert Dome (Entrance).wav,0.3876,1
A flag rustles in the wind while the metal hits the pole,9691,164,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/20070720.rbd.chicharras.02.wav,0.3873,1
A flag rustles in the wind while the metal hits the pole,9691,795,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/07 ambient bell.wav,0.3815,8
A flag rustles in the wind while the metal hits the pole,9691,110,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/bridge.wav,0.3777,1
A flag rustles in the wind while the metal hits the pole,9691,921,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/shoreline_waves_seagulls.wav,0.3773,1
A flag rustles in the wind while the metal hits the pole,9691,1010,"/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Wind Chimes On Town Square, Germany.wav",0.3769,5
A flag rustles in the wind while the metal hits the pole,9691,119,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/at the edge of the forest.wav,0.3735,1
A flag rustles in the wind while the metal hits the pole,9691,666,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/R05_0345.wav,0.373,1
A flag rustles in the wind while the metal hits the pole,9691,710,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/End of rain 090707.wav,0.3672,1
A flag rustles in the wind while the metal hits the pole,9691,248,"/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Two Diesel Locomotives Pass Slowly, L to R.wav",0.3662,3
A flag rustles in the wind while the metal hits the pole,9434,453,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/laundry.machine.wav,0.3655,5
A flag rustles in the wind while the metal hits the pole,9434,200,"/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/a gentle breeze, wind 6.wav",0.3642,1
A flag rustles in the wind while the metal hits the pole,9434,399,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Garage Ambient 32 Bits 48 Khz.wav,0.3627,1
A flag rustles in the wind while the metal hits the pole,9434,521,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Owls.wav,0.3627,1
A flag rustles in the wind while the metal hits the pole,9434,473,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/dutch_train_coming2.wav,0.362,1
A flag rustles in the wind while the metal hits the pole,9434,826,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Shaking Gate.wav,0.3576,4
A flag rustles in the wind while the metal hits the pole,9434,402,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/night ambient crickets bugs white noise occasional cough.wav,0.3549,1
A flag rustles in the wind while the metal hits the pole,9434,454,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/je_campuswalk.wav,0.3538,6
A flag rustles in the wind while the metal hits the pole,9434,1019,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/hostpital-automatic-bed.wav,0.3538,1
A flag rustles in the wind while the metal hits the pole,9434,63,"/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/09-07-14_2338_Foz, fisherman next to the river.wav",0.3534,1
A flag rustles in the wind while the metal hits the pole,8951,168,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/herumwerkeln im Hintergrund_Holzschleifen.wav,0.3505,1
A flag rustles in the wind while the metal hits the pole,8951,854,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Saas-Fee Hannig Field 03 100710.wav,0.35,1
A flag rustles in the wind while the metal hits the pole,8951,636,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Duck_quack_2_Sweden.wav,0.3484,1
A flag rustles in the wind while the metal hits the pole,8951,470,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/night ambient crickets bugs white noise.wav,0.3454,1
A flag rustles in the wind while the metal hits the pole,8951,353,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/09-07-13_1900_Bells of Torre dos Clerigos (short).wav,0.345,2
A flag rustles in the wind while the metal hits the pole,8951,616,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Butter knife being Tapped.wav,0.3443,1
A flag rustles in the wind while the metal hits the pole,8951,568,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/tornado day 1.wav,0.3406,1
A flag rustles in the wind while the metal hits the pole,8951,251,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Light Wind.wav,0.3344,1
A flag rustles in the wind while the metal hits the pole,8951,720,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/STE-018_lisbonbirds.wav,0.3316,1
A flag rustles in the wind while the metal hits the pole,8951,923,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Tapping two metal objects .wav,0.3314,1
Crickets are chirping and a machine is on in the background,9640,952,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Crickets in the night.wav,0.6755,10
Crickets are chirping and a machine is on in the background,9640,470,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/night ambient crickets bugs white noise.wav,0.6411,8
Crickets are chirping and a machine is on in the background,9640,402,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/night ambient crickets bugs white noise occasional cough.wav,0.6381,6
Crickets are chirping and a machine is on in the background,9640,831,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/BlackCappedChickadee.wav,0.6271,6
Crickets are chirping and a machine is on in the background,9640,319,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/LoneCricketInFallBasement.wav,0.6161,5
Crickets are chirping and a machine is on in the background,9640,578,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/ResidentialFallNight_crickets.wav,0.6151,7
Crickets are chirping and a machine is on in the background,9640,647,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/crickets in the woods.wav,0.5841,6
Crickets are chirping and a machine is on in the background,9640,1044,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Bukit_Dinding_rainforest_jungle_01.wav,0.5606,1
Crickets are chirping and a machine is on in the background,9640,746,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/night in the countryside.wav,0.5599,5
Crickets are chirping and a machine is on in the background,9640,80,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Night Frogs.wav,0.5502,1
Crickets are chirping and a machine is on in the background,6131,422,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/STE-027-edit.wav,0.5447,5
Crickets are chirping and a machine is on in the background,6131,52,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Budds Landing Maryland Night 1.wav,0.5397,10
Crickets are chirping and a machine is on in the background,6131,8,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/070821_flsp_bog01.wav,0.5271,10
Crickets are chirping and a machine is on in the background,6131,220,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/080902_05_cicada_night_road.wav,0.5237,10
Crickets are chirping and a machine is on in the background,6131,717,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/circadas-near-casino.wav,0.5222,6
Crickets are chirping and a machine is on in the background,6131,164,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/20070720.rbd.chicharras.02.wav,0.5212,1
Crickets are chirping and a machine is on in the background,6131,719,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/forest_ambiance_chepachet_spring_night_2.wav,0.5211,6
Crickets are chirping and a machine is on in the background,6131,510,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/crickets cicadas frogs.wav,0.5135,6
Crickets are chirping and a machine is on in the background,6131,1006,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/House_kettle boil_whistle.wav,0.5073,1
Crickets are chirping and a machine is on in the background,6131,600,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/bird_in_rain.wav,0.498,4
Crickets are chirping and a machine is on in the background,7075,605,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/SpringPeepersMarch2012.wav,0.4894,5
Crickets are chirping and a machine is on in the background,7075,959,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/momoscas 1.wav,0.477,1
Crickets are chirping and a machine is on in the background,7075,947,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Gazpoile_long.wav,0.4657,1
Crickets are chirping and a machine is on in the background,7075,63,"/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/09-07-14_2338_Foz, fisherman next to the river.wav",0.4509,1
Crickets are chirping and a machine is on in the background,7075,142,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Crickets indoors.wav,0.4429,7
Crickets are chirping and a machine is on in the background,7075,586,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/MorningOwlsAug29th2015.wav,0.4407,6
Crickets are chirping and a machine is on in the background,7075,266,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/luffy_earth5.wav,0.4394,5
Crickets are chirping and a machine is on in the background,7075,440,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Evening suburban ambience.wav,0.434,10
Crickets are chirping and a machine is on in the background,7075,102,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Afternoon Suburb Calm.wav,0.4319,10
Crickets are chirping and a machine is on in the background,7075,879,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/River far 1.wav,0.4265,1
Crickets are chirping and a machine is on in the background,6649,968,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Backyard nature.wav,0.4245,1
Crickets are chirping and a machine is on in the background,6649,326,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/bangalore_zug_steht.wav,0.4228,1
Crickets are chirping and a machine is on in the background,6649,1012,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/container port 01.wav,0.422,5
Crickets are chirping and a machine is on in the background,6649,805,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Nature sounds close to garden.wav,0.4207,5
Crickets are chirping and a machine is on in the background,6649,543,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/MicrowaveHum_Stereo_bip.wav,0.4199,1
Crickets are chirping and a machine is on in the background,6649,116,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Walking on gravel.wav,0.4192,1
Crickets are chirping and a machine is on in the background,6649,494,"/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Motor - Water Pump, Small Fountain.wav",0.4121,1
Crickets are chirping and a machine is on in the background,6649,789,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Construction 2.wav,0.3989,1
Crickets are chirping and a machine is on in the background,6649,170,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/pencil sketch 2.wav,0.3977,1
Crickets are chirping and a machine is on in the background,6649,229,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Faucet Running.wav,0.3947,1
Crickets are chirping and a machine is on in the background,2254,424,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/microondas.wav,0.3924,1
Crickets are chirping and a machine is on in the background,2254,541,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Grasshoppers_and_wind1.wav,0.3923,1
Crickets are chirping and a machine is on in the background,2254,579,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/WasherSpinCycleWindDown4BeepEndSignal.wav,0.3889,1
Crickets are chirping and a machine is on in the background,2254,978,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/1122thrum.wav,0.3879,1
Crickets are chirping and a machine is on in the background,2254,671,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/snowSteps.wav,0.3864,1
Crickets are chirping and a machine is on in the background,2254,46,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Burco Conveyer Toaster running.wav,0.3859,1
Crickets are chirping and a machine is on in the background,2254,365,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/sawing asphalt.wav,0.3842,1
Crickets are chirping and a machine is on in the background,2254,612,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/buzzing stinging.wav,0.3829,1
Crickets are chirping and a machine is on in the background,2254,720,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/STE-018_lisbonbirds.wav,0.3797,1
Crickets are chirping and a machine is on in the background,2254,350,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Rain A. Sample Bank 2. 14-4-2010.wav,0.3765,1
A real squeaky door is opened and closed while it is raining in the background,4165,147,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/WS Opening-ClosingDoor(BSROF).wav,0.6233,5
A real squeaky door is opened and closed while it is raining in the background,4165,166,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/md1trk33-34.wav,0.5814,10
A real squeaky door is opened and closed while it is raining in the background,4165,76,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/elevator sequence ambience door opens closes descends door opens.wav,0.5548,6
A real squeaky door is opened and closed while it is raining in the background,4165,706,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Door Creaking 01.wav,0.4957,6
A real squeaky door is opened and closed while it is raining in the background,4165,180,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/08-Garage Opening-consolidated.wav,0.4938,8
A real squeaky door is opened and closed while it is raining in the background,4165,154,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/spring rain in the woods.wav,0.4905,5
A real squeaky door is opened and closed while it is raining in the background,4165,879,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/River far 1.wav,0.4785,5
A real squeaky door is opened and closed while it is raining in the background,4165,197,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Rain_under_tree.wav,0.4624,5
A real squeaky door is opened and closed while it is raining in the background,4165,377,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/door-squeak-rattle.wav,0.4519,5
A real squeaky door is opened and closed while it is raining in the background,4165,270,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/20150330_02.soft.wind.day.MS.wav,0.4453,5
A real squeaky door is opened and closed while it is raining in the background,3598,15,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Squeaky car door.wav,0.443,6
A real squeaky door is opened and closed while it is raining in the background,3598,995,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Door.wav,0.4414,6
A real squeaky door is opened and closed while it is raining in the background,3598,145,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/somethingatthedoor.wav,0.4405,4
A real squeaky door is opened and closed while it is raining in the background,3598,447,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/130915 - Exterior-Hard Rain - Door - Thunder - Metal Lawn Furniture.wav,0.4393,1
A real squeaky door is opened and closed while it is raining in the background,3598,113,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Rain hitting leafs.wav,0.4392,5
A real squeaky door is opened and closed while it is raining in the background,3598,172,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/winding finished rope.wav,0.4369,3
A real squeaky door is opened and closed while it is raining in the background,3598,847,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/DoorSqueak.wav,0.4349,6
A real squeaky door is opened and closed while it is raining in the background,3598,121,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Creepy old elevator 2.wav,0.433,1
A real squeaky door is opened and closed while it is raining in the background,3598,151,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Garbage Truck.wav,0.4247,3
A real squeaky door is opened and closed while it is raining in the background,3598,417,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Storm coming.wav,0.4224,4
A real squeaky door is opened and closed while it is raining in the background,6134,681,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/crossing the river.wav,0.4191,5
A real squeaky door is opened and closed while it is raining in the background,6134,348,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Storm Ambience.wav,0.4181,5
A real squeaky door is opened and closed while it is raining in the background,6134,843,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/POLLA AIGUA 0.16.wav,0.4158,4
A real squeaky door is opened and closed while it is raining in the background,6134,335,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Barn_Door_Wind_001.wav,0.4157,3
A real squeaky door is opened and closed while it is raining in the background,6134,630,"/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/spring, road.wav",0.411,1
A real squeaky door is opened and closed while it is raining in the background,6134,643,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/International Harvester Scout II.wav,0.4093,3
A real squeaky door is opened and closed while it is raining in the background,6134,725,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Spring Lambs at Middle Hulme Farm Near Meerbrook.wav,0.4,4
A real squeaky door is opened and closed while it is raining in the background,6134,900,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/light rain 1.wav,0.3992,1
A real squeaky door is opened and closed while it is raining in the background,6134,211,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/LightRaininPinesMarch302013.wav,0.3983,1
A real squeaky door is opened and closed while it is raining in the background,6134,244,"/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Rain on awning, canopy.wav",0.3978,4
A real squeaky door is opened and closed while it is raining in the background,8578,1006,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/House_kettle boil_whistle.wav,0.3954,1
A real squeaky door is opened and closed while it is raining in the background,8578,943,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/train screech.wav,0.3949,4
A real squeaky door is opened and closed while it is raining in the background,8578,587,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/cats how.wav,0.3936,1
A real squeaky door is opened and closed while it is raining in the background,8578,350,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Rain A. Sample Bank 2. 14-4-2010.wav,0.3893,5
A real squeaky door is opened and closed while it is raining in the background,8578,311,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Opening and Closing Bolt Door.wav,0.3891,2
A real squeaky door is opened and closed while it is raining in the background,8578,1019,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/hostpital-automatic-bed.wav,0.3854,3
A real squeaky door is opened and closed while it is raining in the background,8578,1029,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Swim Meet.wav,0.3847,4
A real squeaky door is opened and closed while it is raining in the background,8578,746,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/night in the countryside.wav,0.382,1
A real squeaky door is opened and closed while it is raining in the background,8578,657,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/amolador_pan_pipe.wav,0.3786,1
A real squeaky door is opened and closed while it is raining in the background,8578,710,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/End of rain 090707.wav,0.3769,4
A real squeaky door is opened and closed while it is raining in the background,3714,533,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Thunder burst with rain.wav,0.3769,4
A real squeaky door is opened and closed while it is raining in the background,3714,1044,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Bukit_Dinding_rainforest_jungle_01.wav,0.3749,1
A real squeaky door is opened and closed while it is raining in the background,3714,409,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Blind Man Whistling.wav,0.3729,1
A real squeaky door is opened and closed while it is raining in the background,3714,848,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/20091217.17.fountain.wav,0.3729,1
A real squeaky door is opened and closed while it is raining in the background,3714,318,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/alpine bird under the rain.wav,0.3724,1
A real squeaky door is opened and closed while it is raining in the background,3714,719,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/forest_ambiance_chepachet_spring_night_2.wav,0.3717,1
A real squeaky door is opened and closed while it is raining in the background,3714,639,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/rain.wav,0.3691,1
A real squeaky door is opened and closed while it is raining in the background,3714,928,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Voice 036.wav,0.3683,1
A real squeaky door is opened and closed while it is raining in the background,3714,968,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Backyard nature.wav,0.3682,3
A real squeaky door is opened and closed while it is raining in the background,3714,959,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/momoscas 1.wav,0.366,4
A loud explosion sound which gradually getting less intense,6790,738,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Thunder3.wav,0.4547,10
A loud explosion sound which gradually getting less intense,6790,1013,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/industrial_crash02.wav,0.4199,10
A loud explosion sound which gradually getting less intense,6790,898,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/thespider.wav,0.3794,1
A loud explosion sound which gradually getting less intense,6790,709,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/soft harsh noize.wav,0.3641,1
A loud explosion sound which gradually getting less intense,6790,998,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Donner2.wav,0.3598,10
A loud explosion sound which gradually getting less intense,6790,463,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/enoesque-Thunder and Rain 1.wav,0.3299,4
A loud explosion sound which gradually getting less intense,6790,174,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Thunder - Guangzhou - China - Quiet.wav,0.3164,4
A loud explosion sound which gradually getting less intense,6790,857,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/windroar_constant_1m12s.wav,0.3082,3
A loud explosion sound which gradually getting less intense,6790,733,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/descending noise sweep.wav,0.3076,1
A loud explosion sound which gradually getting less intense,6790,369,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Sepang Beach 04.wav,0.3065,1
A loud explosion sound which gradually getting less intense,6377,964,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Close Cracking Thunder.wav,0.3016,5
A loud explosion sound which gradually getting less intense,6377,664,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/fdv_orage.wav,0.2995,4
A loud explosion sound which gradually getting less intense,6377,779,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Avion.wav,0.2971,1
A loud explosion sound which gradually getting less intense,6377,19,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Thunder 03.wav,0.2966,1
A loud explosion sound which gradually getting less intense,6377,97,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/fireworks1.wav,0.2956,1
A loud explosion sound which gradually getting less intense,6377,38,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/growing pipe(s)-2.wav,0.2928,1
A loud explosion sound which gradually getting less intense,6377,610,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/ambienten.wav,0.2915,1
A loud explosion sound which gradually getting less intense,6377,273,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/STE-041.wav,0.2904,1
A loud explosion sound which gradually getting less intense,6377,833,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/ambientphase.wav,0.286,1
A loud explosion sound which gradually getting less intense,6377,322,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/it_has_just_begun.wav,0.2791,1
A loud explosion sound which gradually getting less intense,3313,333,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/growling thunder.wav,0.2784,1
A loud explosion sound which gradually getting less intense,3313,152,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Ocean Waves 1.wav,0.2778,1
A loud explosion sound which gradually getting less intense,3313,570,"/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/sea on the road, night, Rhodes.wav",0.2775,1
